"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HAI-1 Achievement Threshold","HAI-1 Benchmark","HAI-1 Baseline Rate","HAI-1 Performance Rate","HAI-1 Achievement Points","HAI-1 Improvement Points","HAI-1 Measure Score","HAI-2 Achievement Threshold","HAI-2 Benchmark","HAI-2 Baseline Rate","HAI-2 Performance Rate","HAI-2 Achievement Points","HAI-2 Improvement Points","HAI-2 Measure Score","Combined SSI Measure Score","HAI-3 Achievement Threshold","HAI-3 Benchmark","HAI-3 Baseline Rate","HAI-3 Performance Rate","HAI-3 Achievement Points","HAI-3 Improvement Points","HAI-3 Measure Score","HAI-4 Achievement Threshold","HAI-4 Benchmark","HAI-4 Baseline Rate","HAI-4 Performance Rate","HAI-4 Achievement Points","HAI-4 Improvement Points","HAI-4 Measure Score","HAI-5 Achievement Threshold","HAI-5 Benchmark","HAI-5 Baseline Rate","HAI-5 Performance Rate","HAI-5 Achievement Points","HAI-5 Improvement Points","HAI-5 Measure Score","HAI-6 Achievement Threshold","HAI-6 Benchmark","HAI-6 Baseline Rate","HAI-6 Performance Rate","HAI-6 Achievement Points","HAI-6 Improvement Points","HAI-6 Measure Score"
"2021","010112",BRYAN W. WHITFIELD MEMORIAL HOSPITAL,"105 HIGHWAY 80 EAST",DEMOPOLIS,AL,"36732",Marengo,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.415","1.195","0 out of 10","0 out of 9","0 out of 10"
"2021","010113",MOBILE INFIRMARY MEDICAL CENTER,"5 MOBILE INFIRMARY CIRCLE",MOBILE,AL,"36652",Mobile,"0.687","0.000","1.286","1.026","0 out of 10","2 out of 9","2 out of 10","0.774","0.000","0.958","0.921","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","0.668","1.137","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.480","4.525","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.949","0.585","3 out of 10","3 out of 9","3 out of 10","0.748","0.067","0.405","0.268","7 out of 10","4 out of 9","7 out of 10"
"2021","010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST",BESSEMER,AL,"35021",Jefferson,"0.687","0.000","1.275","0.542","2 out of 10","5 out of 9","5 out of 10","0.774","0.000","0.729","0.756","1 out of 10","0 out of 9","1 out of 10","4 out of 10","0.754","0.000","0.919","0.472","4 out of 10","4 out of 9","4 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.844","0.405","5 out of 10","5 out of 9","5 out of 10","0.748","0.067","0.130","0.143","8 out of 10","0 out of 9","8 out of 10"
"2021","010118",VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,"1015 MEDICAL CENTER PARKWAY",SELMA,AL,"36701",Dallas,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10",Not Available,"0.754","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.417","0.146","8 out of 10","7 out of 9","8 out of 10"
"2021","010120",MONROE COUNTY HOSPITAL,"2016 SOUTH ALABAMA AVENUE",MONROEVILLE,AL,"36460",Monroe,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000",Not Available,Not Available,Not Available,Not Available
"2021","010125",LAKELAND COMMUNITY HOSPITAL,"42024 HIGHWAY 195 E",HALEYVILLE,AL,"35565",Winston,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"2021","010129",NORTH BALDWIN INFIRMARY,"1815 HAND AVENUE",BAY MINETTE,AL,"36507",Baldwin,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"2021","010130",ST VINCENT'S ST CLAIR,"7063 VETERANS PARKWAY",PELL CITY,AL,"35125",Saint Clair,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.760","0.294","7 out of 10","8 out of 9","8 out of 10"
"2021","010131",CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,"35801",Madison,"0.687","0.000","0.000","2.299","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.531","0.291","6 out of 10","8 out of 9","8 out of 10","5 out of 10","0.754","0.000","0.257","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000","0.595","3.581","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","1.232","0.687","1 out of 10","4 out of 9","4 out of 10","0.748","0.067","0.510","0.645","2 out of 10","0 out of 9","2 out of 10"
"2021","010139",BROOKWOOD BAPTIST MEDICAL CENTER,"2010 BROOKWOOD MEDICAL CENTER DRIVE",BIRMINGHAM,AL,"35209",Jefferson,"0.687","0.000","1.180","0.895","0 out of 10","2 out of 9","2 out of 10","0.774","0.000","1.278","1.001","0 out of 10","2 out of 9","2 out of 10","5 out of 10","0.754","0.000","1.083","0.616","2 out of 10","4 out of 9","4 out of 10","0.726","0.000","0.138","0.291","6 out of 10","0 out of 9","6 out of 10","0.763","0.000","0.847","1.585","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.518","0.623","2 out of 10","0 out of 9","2 out of 10"
"2021","010144",SPRINGHILL MEMORIAL HOSPITAL,"3719 DAUPHIN STREET",MOBILE,AL,"36608",Mobile,"0.687","0.000","0.499","1.103","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.611","0.792","0 out of 10","0 out of 9","0 out of 10","6 out of 10","0.754","0.000","0.265","0.318","6 out of 10","0 out of 9","6 out of 10","0.726","0.000","0.604","0.370","5 out of 10","3 out of 9","5 out of 10","0.763","0.000","0.796","1.361","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.727","0.228","7 out of 10","7 out of 9","7 out of 10"
"2021","010148",EVERGREEN MEDICAL CENTER,"101 CRESTVIEW AVENUE",EVERGREEN,AL,"36401",Conecuh,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","1.784","0 out of 10","0 out of 9","0 out of 10"
"2021","010149",BAPTIST MEDICAL CENTER EAST,"400 TAYLOR ROAD",MONTGOMERY,AL,"36117",Montgomery,"0.687","0.000","1.364","2.075","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.083","1.749","0 out of 10","0 out of 9","0 out of 10","5 out of 10","0.754","0.000","0.389","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000","0.872","0.816","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","1.386","1.567","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.679","0.628","2 out of 10","0 out of 9","2 out of 10"
"2021","010150",REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,"29 L V STABLER DRIVE",GREENVILLE,AL,"36037",Butler,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.446","0.000","10 out of 10","9 out of 9","10 out of 10"
"2021","010157",SHOALS HOSPITAL,"201 WEST AVALON AVENUE",MUSCLE SHOALS,AL,"35661",Colbert,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"2021","010158",RUSSELLVILLE HOSPITAL,"15155 HIGHWAY 43",RUSSELLVILLE,AL,"35653",Franklin,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"2021","010164",COOSA VALLEY MEDICAL CENTER,"315 W HICKORY ST",SYLACAUGA,AL,"35150",Talladega,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.517","0.000","10 out of 10","9 out of 9","10 out of 10"
"2021","010168",JACK HUGHSTON MEMORIAL HOSPITAL,"4401 RIVER CHASE DRIVE",PHENIX CITY,AL,"36867",Russell,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","1.609","0 out of 10","0 out of 9","0 out of 10"
"2021","010169",ATMORE COMMUNITY HOSPITAL,"401 MEDICAL PARK DRIVE",ATMORE,AL,"36502",Escambia,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"2021","010173",ST VINCENT'S CHILTON,"2030 LAY DAM ROAD",CLANTON,AL,"35045",Chilton,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"2021","020001",PROVIDENCE ALASKA MEDICAL CENTER,"3200 PROVIDENCE DRIVE",ANCHORAGE,AK,"99508",Anchorage,"0.687","0.000","0.592","0.837","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.440","1.093","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0.754","0.000","1.284","2.003","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.478","0.656","1 out of 10","0 out of 9","1 out of 10","0.763","0.000","0.612","0.512","3 out of 10","1 out of 9","3 out of 10","0.748","0.067","0.901","0.742","1 out of 10","1 out of 9","1 out of 10"
"2021","020006",MAT-SU REGIONAL MEDICAL CENTER,"2500 SOUTH WOODWORTH LOOP",PALMER,AK,"99645",Matanuska-Susitna,"0.687","0.000","0.534","0.000","10 out of 10","9 out of 9","10 out of 10","0.774","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","10 out of 10","0.754","0.000","0.585","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.513","0.365","6 out of 10","3 out of 9","6 out of 10"
"2021","020008",BARTLETT REGIONAL HOSPITAL,"3260 HOSPITAL DR",JUNEAU,AK,"99801",Juneau,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.233","0.433","5 out of 10","0 out of 9","5 out of 10"
"2021","020012",FAIRBANKS MEMORIAL HOSPITAL,"1650 COWLES STREET",FAIRBANKS,AK,"99701",Fairbanks North Star,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","1.863","1.489","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0.754","0.000","0.844","1.926","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.296","0.296","6 out of 10","0 out of 9","6 out of 10"
"2021","020017",ALASKA REGIONAL HOSPITAL,"2801 DEBARR ROAD",ANCHORAGE,AK,"99508",Anchorage,"0.687","0.000","2.522","0.504","3 out of 10","8 out of 9","8 out of 10","0.774","0.000","1.690","2.320","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0.754","0.000","1.996","2.263","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","1.934","0.479","4 out of 10","7 out of 9","7 out of 10","0.763","0.000","0.807","0.850","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.641","0.541","3 out of 10","1 out of 9","3 out of 10"
"2021","020018",YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,"99559",Bethel,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","020024",CENTRAL PENINSULA GENERAL HOSPITAL,"250 HOSPITAL PLACE",SOLDOTNA,AK,"99669",Kenai Peninsula,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.498","0.388","5 out of 10","2 out of 9","5 out of 10"
"2021","020026",ALASKA NATIVE MEDICAL CENTER,"4315 DIPLOMACY DR",ANCHORAGE,AK,"99508",Anchorage,"0.687","0.000","0.457","0.664","1 out of 10","0 out of 9","1 out of 10","0.774","0.000","1.809","1.376","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0.754","0.000","0.509","1.217","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","3.150","0.998","0 out of 10","6 out of 9","6 out of 10","0.748","0.067","1.386","0.986","0 out of 10","3 out of 9","3 out of 10"
"2021","030002",BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,"1111 EAST MCDOWELL ROAD",PHOENIX,AZ,"85006",Maricopa,"0.687","0.000","0.453","0.591","2 out of 10","0 out of 9","2 out of 10","0.774","0.000","0.455","0.156","8 out of 10","6 out of 9","8 out of 10","0 out of 10","0.754","0.000","1.246","1.214","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","1.824","1.402","0 out of 10","2 out of 9","2 out of 10","0.763","0.000","0.456","0.726","1 out of 10","0 out of 9","1 out of 10","0.748","0.067","0.619","0.546","3 out of 10","1 out of 9","3 out of 10"
"2021","030006",TUCSON MEDICAL CENTER,"5301 EAST GRANT ROAD",TUCSON,AZ,"85712",Pima,"0.687","0.000","1.433","0.704","0 out of 10","5 out of 9","5 out of 10","0.774","0.000","0.601","0.776","0 out of 10","0 out of 9","0 out of 10","4 out of 10","0.754","0.000","0.649","0.392","5 out of 10","3 out of 9","5 out of 10","0.726","0.000","0.589","0.696","1 out of 10","0 out of 9","1 out of 10","0.763","0.000","0.998","1.010","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.640","0.609","2 out of 10","0 out of 9","2 out of 10"
"2021","030007",VERDE VALLEY MEDICAL CENTER,"269 SOUTH CANDY LANE",COTTONWOOD,AZ,"86326",Yavapai,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","1.518","0.000","10 out of 10","9 out of 9","10 out of 10","5 out of 10","0.754","0.000","1.242","0.615","2 out of 10","5 out of 9","5 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.863","0.574","3 out of 10","3 out of 9","3 out of 10"
