"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Communication with Nurses Floor","Communication with Nurses Achievement Threshold","Communication with Nurses Benchmark","Communication with Nurses Baseline Rate","Communication with Nurses Performance Rate","Communication with Nurses Achievement Points","Communication with Nurses Improvement Points","Communication with Nurses Dimension Score","Communication with Doctors Floor","Communication with Doctors Achievement Threshold","Communication with Doctors Benchmark","Communication with Doctors Baseline Rate","Communication with Doctors Performance Rate","Communication with Doctors Achievement Points","Communication with Doctors Improvement Points","Communication with Doctors Dimension Score","Responsiveness of Hospital Staff Floor","Responsiveness of Hospital Staff Achievement Threshold","Responsiveness of Hospital Staff Benchmark","Responsiveness of Hospital Staff Baseline Rate","Responsiveness of Hospital Staff Performance Rate","Responsiveness of Hospital Staff Achievement Points","Responsiveness of Hospital Staff Improvement Points","Responsiveness of Hospital Staff Dimension Score","Care Transition Floor","Care Transition Achievement Threshold","Care Transition Benchmark","Care Transition Baseline Rate","Care Transition Performance Rate","Care Transition Achievement Points","Care Transition Improvement Points","Care Transition Dimension Score","Communication About Medicines Floor","Communication About Medicines Achievement Threshold","Communication About Medicines Benchmark","Communication About Medicines Baseline Rate","Communication About Medicines Performance Rate","Communication About Medicines Achievement Points","Communication About Medicines Improvement Points","Communication About Medicines Dimension Score","Cleanliness and Quietness of Hospital Environment Floor","Cleanliness and Quietness of Hospital Environment Achievement Threshold","Cleanliness and Quietness of Hospital Environment Benchmark","Cleanliness and Quietness of Hospital Environment Baseline Rate","Cleanliness and Quietness of Hospital Environment Performance Rate","Cleanliness and Quietness of Hospital Environment Achievement Points","Cleanliness and Quietness of Hospital Environment Improvement Points","Cleanliness and Quietness of Hospital Environment Dimension Score","Discharge Information Floor","Discharge Information Achievement Threshold","Discharge Information Benchmark","Discharge Information Baseline Rate","Discharge Information Performance Rate","Discharge Information Achievement Points","Discharge Information Improvement Points","Discharge Information Dimension Score","Overall Rating of Hospital Floor","Overall Rating of Hospital Achievement Threshold","Overall Rating of Hospital Benchmark","Overall Rating of Hospital Baseline Rate","Overall Rating of Hospital Performance Rate","Overall Rating of Hospital Achievement Points","Overall Rating of Hospital Improvement Points","Overall Rating of Hospital Dimension Score","HCAHPS Base Score","HCAHPS Consistency Score"
"2021","010069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",Barbour,"42.06","79.06","87.36","81.60","76.7598","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","83.51","85.7662","7 out of 10","4 out of 9","7 out of 10","33.89","65.77","81.00","74.11","68.2829","2 out of 10","0 out of 9","2 out of 10","6.53","51.87","63.32","40.24","44.5722","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","75.51","70.7716","6 out of 10","0 out of 9","6 out of 10","30.60","65.61","79.58","75.95","73.8318","6 out of 10","0 out of 9","6 out of 10","66.94","87.38","92.17","89.63","88.8501","3 out of 10","0 out of 9","3 out of 10","34.70","71.80","85.67","70.75","64.1605","0 out of 10","0 out of 9","0 out of 10","25","15"
"2021","010073",CLAY COUNTY HOSPITAL,"83825 HIGHWAY 9    P O BOX 1270",ASHLAND,AL,"36251",Clay,"42.06","79.06","87.36","84.64","89.2638","10 out of 10","9 out of 9","10 out of 10","41.99","79.91","88.10","92.79","89.7400","10 out of 10","0 out of 9","10 out of 10","33.89","65.77","81.00","81.90","85.3808","10 out of 10","9 out of 9","10 out of 10","6.53","51.87","63.32","55.51","58.2468","6 out of 10","3 out of 9","6 out of 10","33.19","63.83","74.75","78.45","77.3747","10 out of 10","0 out of 9","10 out of 10","30.60","65.61","79.58","77.09","79.2114","9 out of 10","8 out of 9","9 out of 10","66.94","87.38","92.17","86.82","85.0322","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","80.91","87.4858","10 out of 10","9 out of 9","10 out of 10","65","17"
"2021","010078",NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,"400 EAST 10TH STREET",ANNISTON,AL,"36207",Calhoun,"42.06","79.06","87.36","79.68","81.1030","3 out of 10","1 out of 9","3 out of 10","41.99","79.91","88.10","79.90","80.5620","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","63.46","64.4791","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","50.59","49.0472","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","61.20","63.3609","0 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","67.44","63.9651","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","83.79","86.2739","0 out of 10","2 out of 9","2 out of 10","34.70","71.80","85.67","66.58","63.2872","0 out of 10","0 out of 9","0 out of 10","7","15"
"2021","010079",ATHENS LIMESTONE HOSPITAL,"700 WEST MARKET STREET",ATHENS,AL,"35611",Limestone,"42.06","79.06","87.36","77.97","80.8867","2 out of 10","3 out of 9","3 out of 10","41.99","79.91","88.10","81.04","82.4369","3 out of 10","1 out of 9","3 out of 10","33.89","65.77","81.00","61.71","65.3688","0 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","51.28","50.4647","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","64.99","62.1365","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","67.42","71.2027","4 out of 10","3 out of 9","4 out of 10","66.94","87.38","92.17","87.49","84.8139","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","68.93","75.5703","3 out of 10","3 out of 9","3 out of 10","14","17"
"2021","010083",SOUTH BALDWIN REGIONAL MEDICAL CENTER,"1613 NORTH MCKENZIE STREET",FOLEY,AL,"36535",Baldwin,"42.06","79.06","87.36","84.24","86.2026","8 out of 10","6 out of 9","8 out of 10","41.99","79.91","88.10","80.84","82.9254","4 out of 10","2 out of 9","4 out of 10","33.89","65.77","81.00","76.81","75.0702","6 out of 10","0 out of 9","6 out of 10","6.53","51.87","63.32","58.58","56.3071","4 out of 10","0 out of 9","4 out of 10","33.19","63.83","74.75","70.41","68.6652","4 out of 10","0 out of 9","4 out of 10","30.60","65.61","79.58","71.82","74.8859","6 out of 10","3 out of 9","6 out of 10","66.94","87.38","92.17","89.94","85.1542","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","80.41","78.3582","5 out of 10","0 out of 9","5 out of 10","37","17"
"2021","010085",DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,"1201 7TH STREET SE",DECATUR,AL,"35601",Morgan,"42.06","79.06","87.36","81.10","80.6389","2 out of 10","0 out of 9","2 out of 10","41.99","79.91","88.10","83.07","81.4917","2 out of 10","0 out of 9","2 out of 10","33.89","65.77","81.00","63.17","59.7190","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","47.56","48.3334","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","61.59","63.1205","0 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","68.20","68.3500","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","84.65","85.9991","0 out of 10","1 out of 9","1 out of 10","34.70","71.80","85.67","61.97","61.9180","0 out of 10","0 out of 9","0 out of 10","8","14"
"2021","010086",NORTHWEST MEDICAL CENTER,"1530 U S HIGHWAY 43",WINFIELD,AL,"35594",Fayette,"42.06","79.06","87.36","83.67","81.0676","3 out of 10","0 out of 9","3 out of 10","41.99","79.91","88.10","87.82","89.8052","10 out of 10","9 out of 9","10 out of 10","33.89","65.77","81.00","78.80","80.8309","9 out of 10","9 out of 9","9 out of 10","6.53","51.87","63.32","50.67","54.7505","3 out of 10","3 out of 9","3 out of 10","33.19","63.83","74.75","63.69","70.8186","6 out of 10","6 out of 9","6 out of 10","30.60","65.61","79.58","75.42","72.9074","5 out of 10","0 out of 9","5 out of 10","66.94","87.38","92.17","90.18","92.8289","10 out of 10","9 out of 9","10 out of 10","34.70","71.80","85.67","76.56","71.2413","0 out of 10","0 out of 9","0 out of 10","46","19"
"2021","010087",UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,"2451 FILLINGIM STREET",MOBILE,AL,"36617",Mobile,"42.06","79.06","87.36","80.95","77.9696","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","80.14","79.9357","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","69.49","67.0614","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","49.05","51.4319","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","69.45","69.6965","5 out of 10","0 out of 9","5 out of 10","30.60","65.61","79.58","69.06","63.1723","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","86.40","85.4854","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","72.95","69.6034","0 out of 10","0 out of 9","0 out of 10","8","18"
"2021","010089",WALKER BAPTIST MEDICAL CENTER,"3400 HIGHWAY 78 EAST",JASPER,AL,"35502",Walker,"42.06","79.06","87.36","78.86","80.4224","2 out of 10","1 out of 9","2 out of 10","41.99","79.91","88.10","78.63","81.8077","3 out of 10","3 out of 9","3 out of 10","33.89","65.77","81.00","71.13","69.9907","3 out of 10","0 out of 9","3 out of 10","6.53","51.87","63.32","50.31","55.1840","3 out of 10","3 out of 9","3 out of 10","33.19","63.83","74.75","65.55","65.2347","2 out of 10","0 out of 9","2 out of 10","30.60","65.61","79.58","64.72","64.8527","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","87.01","87.4339","1 out of 10","0 out of 9","1 out of 10","34.70","71.80","85.67","67.83","74.9942","3 out of 10","4 out of 9","4 out of 10","18","19"
"2021","010090",PROVIDENCE HOSPITAL,"6801 AIRPORT BOULEVARD",MOBILE,AL,"36608",Mobile,"42.06","79.06","87.36","77.04","77.9059","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","80.43","80.8757","2 out of 10","0 out of 9","2 out of 10","33.89","65.77","81.00","70.05","75.3165","6 out of 10","4 out of 9","6 out of 10","6.53","51.87","63.32","51.38","54.1008","2 out of 10","2 out of 9","2 out of 10","33.19","63.83","74.75","61.98","64.2734","1 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","63.68","67.5895","2 out of 10","2 out of 9","2 out of 10","66.94","87.38","92.17","84.83","87.2922","0 out of 10","3 out of 9","3 out of 10","34.70","71.80","85.67","73.44","73.8488","2 out of 10","0 out of 9","2 out of 10","18","19"
"2021","010092",D C H REGIONAL MEDICAL CENTER,"809 UNIVERSITY BOULEVARD EAST",TUSCALOOSA,AL,"35401",Tuscaloosa,"42.06","79.06","87.36","77.18","74.7540","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","78.73","78.6597","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","60.19","57.6433","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","48.41","44.3152","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","60.39","57.6912","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","65.09","61.9702","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","84.85","83.0073","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","67.73","61.2867","0 out of 10","0 out of 9","0 out of 10","0","14"
"2021","010099",D W MCMILLAN MEMORIAL HOSPITAL,"1301 BELLEVILLE AVENUE",BREWTON,AL,"36426",Escambia,"42.06","79.06","87.36","81.54","82.1856","4 out of 10","1 out of 9","4 out of 10","41.99","79.91","88.10","82.59","84.8982","6 out of 10","4 out of 9","6 out of 10","33.89","65.77","81.00","80.64","79.4109","9 out of 10","0 out of 9","9 out of 10","6.53","51.87","63.32","45.31","49.4706","0 out of 10","2 out of 9","2 out of 10","33.19","63.83","74.75","65.87","68.9308","5 out of 10","3 out of 9","5 out of 10","30.60","65.61","79.58","73.33","74.7037","6 out of 10","2 out of 9","6 out of 10","66.94","87.38","92.17","84.58","83.9443","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","69.49","73.8799","2 out of 10","2 out of 9","2 out of 10","34","16"
"2021","010100",THOMAS HOSPITAL,"750 MORPHY AVENUE",FAIRHOPE,AL,"36532",Baldwin,"42.06","79.06","87.36","81.24","81.1041","3 out of 10","0 out of 9","3 out of 10","41.99","79.91","88.10","82.46","80.9321","2 out of 10","0 out of 9","2 out of 10","33.89","65.77","81.00","71.26","72.3412","4 out of 10","1 out of 9","4 out of 10","6.53","51.87","63.32","55.85","54.3106","2 out of 10","0 out of 9","2 out of 10","33.19","63.83","74.75","71.21","66.3818","3 out of 10","0 out of 9","3 out of 10","30.60","65.61","79.58","69.33","67.9544","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","90.98","89.5548","5 out of 10","0 out of 9","5 out of 10","34.70","71.80","85.67","75.90","78.3610","5 out of 10","2 out of 9","5 out of 10","26","20"
"2021","010103",PRINCETON BAPTIST MEDICAL CENTER,"701 PRINCETON AVENUE SOUTHWEST",BIRMINGHAM,AL,"35211",Jefferson,"42.06","79.06","87.36","78.00","79.7368","1 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","83.47","83.7935","5 out of 10","0 out of 9","5 out of 10","33.89","65.77","81.00","64.45","67.1801","1 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","50.85","52.1088","1 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","63.40","66.6629","3 out of 10","2 out of 9","3 out of 10","30.60","65.61","79.58","63.17","64.9960","0 out of 10","1 out of 9","1 out of 10","66.94","87.38","92.17","89.27","87.3589","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","72.12","73.4781","2 out of 10","1 out of 9","2 out of 10","14","19"
"2021","010104",GRANDVIEW MEDICAL CENTER,"3690 GRANDVIEW PARKWAY",BIRMINGHAM,AL,"35243",Jefferson,"42.06","79.06","87.36","78.27","81.8415","4 out of 10","3 out of 9","4 out of 10","41.99","79.91","88.10","81.96","83.0814","4 out of 10","1 out of 9","4 out of 10","33.89","65.77","81.00","66.02","64.5956","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","55.91","57.6457","5 out of 10","2 out of 9","5 out of 10","33.19","63.83","74.75","63.26","62.8964","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","70.19","67.7953","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","85.46","86.6057","0 out of 10","1 out of 9","1 out of 10","34.70","71.80","85.67","78.81","80.4602","6 out of 10","2 out of 9","6 out of 10","22","19"
"2021","010108",PRATTVILLE BAPTIST HOSPITAL,"124 S MEMORIAL DR",PRATTVILLE,AL,"36067",Autauga,"42.06","79.06","87.36","80.26","86.2359","8 out of 10","8 out of 9","8 out of 10","41.99","79.91","88.10","83.97","85.1652","6 out of 10","2 out of 9","6 out of 10","33.89","65.77","81.00","69.06","76.3828","7 out of 10","6 out of 9","7 out of 10","6.53","51.87","63.32","51.46","59.1360","6 out of 10","6 out of 9","6 out of 10","33.19","63.83","74.75","68.24","68.4127","4 out of 10","0 out of 9","4 out of 10","30.60","65.61","79.58","73.63","77.2626","8 out of 10","6 out of 9","8 out of 10","66.94","87.38","92.17","90.20","85.4084","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","75.00","79.1539","5 out of 10","3 out of 9","5 out of 10","44","18"
"2021","010112",BRYAN W. WHITFIELD MEMORIAL HOSPITAL,"105 HIGHWAY 80 EAST",DEMOPOLIS,AL,"36732",Marengo,"42.06","79.06","87.36","80.74","82.5605","4 out of 10","2 out of 9","4 out of 10","41.99","79.91","88.10","86.94","82.4087","3 out of 10","0 out of 9","3 out of 10","33.89","65.77","81.00","72.09","75.9969","7 out of 10","4 out of 9","7 out of 10","6.53","51.87","63.32","47.55","49.9824","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","64.31","69.2826","5 out of 10","4 out of 9","5 out of 10","30.60","65.61","79.58","72.02","78.8585","9 out of 10","9 out of 9","9 out of 10","66.94","87.38","92.17","77.08","81.1774","0 out of 10","2 out of 9","2 out of 10","34.70","71.80","85.67","55.33","63.8356","0 out of 10","2 out of 9","2 out of 10","33","13"
"2021","010113",MOBILE INFIRMARY MEDICAL CENTER,"5 MOBILE INFIRMARY CIRCLE",MOBILE,AL,"36652",Mobile,"42.06","79.06","87.36","81.21","81.0824","3 out of 10","0 out of 9","3 out of 10","41.99","79.91","88.10","82.81","82.6620","4 out of 10","0 out of 9","4 out of 10","33.89","65.77","81.00","71.18","70.8327","3 out of 10","0 out of 9","3 out of 10","6.53","51.87","63.32","51.48","53.1941","2 out of 10","1 out of 9","2 out of 10","33.19","63.83","74.75","72.73","70.8159","6 out of 10","0 out of 9","6 out of 10","30.60","65.61","79.58","68.35","70.2251","3 out of 10","1 out of 9","3 out of 10","66.94","87.38","92.17","89.89","89.6317","5 out of 10","0 out of 9","5 out of 10","34.70","71.80","85.67","77.25","74.5026","2 out of 10","0 out of 9","2 out of 10","28","20"
"2021","010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST",BESSEMER,AL,"35021",Jefferson,"42.06","79.06","87.36","74.08","78.3350","0 out of 10","3 out of 9","3 out of 10","41.99","79.91","88.10","80.82","83.4035","4 out of 10","3 out of 9","4 out of 10","33.89","65.77","81.00","62.32","61.1064","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","50.39","48.3718","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","62.84","62.9268","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","66.75","65.8773","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","87.15","82.4170","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","67.51","68.7712","0 out of 10","0 out of 9","0 out of 10","8","15"
"2021","010118",VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,"1015 MEDICAL CENTER PARKWAY",SELMA,AL,"36701",Dallas,"42.06","79.06","87.36","74.14","76.7503","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","81.12","81.6713","2 out of 10","0 out of 9","2 out of 10","33.89","65.77","81.00","64.23","60.7560","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","44.96","41.7280","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","60.34","64.6886","1 out of 10","3 out of 9","3 out of 10","30.60","65.61","79.58","70.09","70.6683","4 out of 10","0 out of 9","4 out of 10","66.94","87.38","92.17","78.80","75.8134","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","60.57","55.5595","0 out of 10","0 out of 9","0 out of 10","10","8"
"2021","010120",MONROE COUNTY HOSPITAL,"2016 SOUTH ALABAMA AVENUE",MONROEVILLE,AL,"36460",Monroe,"42.06","79.06","87.36","87.06","89.3669","10 out of 10","9 out of 9","10 out of 10","41.99","79.91","88.10","89.98","90.4263","10 out of 10","9 out of 9","10 out of 10","33.89","65.77","81.00","82.29","83.3513","10 out of 10","9 out of 9","10 out of 10","6.53","51.87","63.32","50.79","60.8283","8 out of 10","8 out of 9","8 out of 10","33.19","63.83","74.75","82.42","74.1205","9 out of 10","0 out of 9","9 out of 10","30.60","65.61","79.58","75.14","76.3024","7 out of 10","2 out of 9","7 out of 10","66.94","87.38","92.17","86.03","91.0896","7 out of 10","8 out of 9","8 out of 10","34.70","71.80","85.67","80.07","79.0715","5 out of 10","0 out of 9","5 out of 10","67","20"
"2021","010125",LAKELAND COMMUNITY HOSPITAL,"42024 HIGHWAY 195 E",HALEYVILLE,AL,"35565",Winston,"42.06","79.06","87.36","83.05","85.6044","8 out of 10","5 out of 9","8 out of 10","41.99","79.91","88.10","83.69","85.4111","7 out of 10","3 out of 9","7 out of 10","33.89","65.77","81.00","72.21","78.4930","8 out of 10","7 out of 9","8 out of 10","6.53","51.87","63.32","49.48","47.8087","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","73.60","67.6412","4 out of 10","0 out of 9","4 out of 10","30.60","65.61","79.58","77.13","80.4362","10 out of 10","9 out of 9","10 out of 10","66.94","87.38","92.17","87.52","82.1332","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","71.80","78.6950","5 out of 10","4 out of 9","5 out of 10","42","14"
"2021","010129",NORTH BALDWIN INFIRMARY,"1815 HAND AVENUE",BAY MINETTE,AL,"36507",Baldwin,"42.06","79.06","87.36","82.10","83.3150","5 out of 10","2 out of 9","5 out of 10","41.99","79.91","88.10","85.00","84.8676","6 out of 10","0 out of 9","6 out of 10","33.89","65.77","81.00","72.90","79.8211","9 out of 10","8 out of 9","9 out of 10","6.53","51.87","63.32","49.68","55.1476","3 out of 10","4 out of 9","4 out of 10","33.19","63.83","74.75","72.08","72.3088","7 out of 10","0 out of 9","7 out of 10","30.60","65.61","79.58","75.64","75.3900","7 out of 10","0 out of 9","7 out of 10","66.94","87.38","92.17","89.12","88.8728","3 out of 10","0 out of 9","3 out of 10","34.70","71.80","85.67","74.85","79.0968","5 out of 10","3 out of 9","5 out of 10","46","20"
"2021","010130",ST VINCENT'S ST CLAIR,"7063 VETERANS PARKWAY",PELL CITY,AL,"35125",Saint Clair,"42.06","79.06","87.36","80.82","84.2814","6 out of 10","5 out of 9","6 out of 10","41.99","79.91","88.10","85.18","85.9829","7 out of 10","2 out of 9","7 out of 10","33.89","65.77","81.00","71.24","74.6333","6 out of 10","3 out of 9","6 out of 10","6.53","51.87","63.32","58.50","59.8746","7 out of 10","2 out of 9","7 out of 10","33.19","63.83","74.75","67.03","71.4112","7 out of 10","5 out of 9","7 out of 10","30.60","65.61","79.58","73.39","75.0370","7 out of 10","2 out of 9","7 out of 10","66.94","87.38","92.17","87.45","87.6297","1 out of 10","0 out of 9","1 out of 10","34.70","71.80","85.67","78.05","80.1968","6 out of 10","2 out of 9","6 out of 10","47","20"
"2021","010131",CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,"35801",Madison,"42.06","79.06","87.36","75.04","77.7482","0 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","79.05","81.7119","2 out of 10","2 out of 9","2 out of 10","33.89","65.77","81.00","60.73","61.3544","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","53.22","49.2179","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","62.09","61.8947","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","65.06","69.3557","3 out of 10","2 out of 9","3 out of 10","66.94","87.38","92.17","86.82","86.5394","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","71.59","71.9433","1 out of 10","0 out of 9","1 out of 10","8","17"
"2021","010139",BROOKWOOD BAPTIST MEDICAL CENTER,"2010 BROOKWOOD MEDICAL CENTER DRIVE",BIRMINGHAM,AL,"35209",Jefferson,"42.06","79.06","87.36","75.87","77.8899","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","80.38","81.0688","2 out of 10","0 out of 9","2 out of 10","33.89","65.77","81.00","62.05","68.2319","2 out of 10","3 out of 9","3 out of 10","6.53","51.87","63.32","49.95","50.7348","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","62.35","65.1128","2 out of 10","2 out of 9","2 out of 10","30.60","65.61","79.58","65.24","66.4915","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","86.81","88.1816","2 out of 10","2 out of 9","2 out of 10","34.70","71.80","85.67","70.46","71.6560","0 out of 10","0 out of 9","0 out of 10","11","19"
"2021","010144",SPRINGHILL MEMORIAL HOSPITAL,"3719 DAUPHIN STREET",MOBILE,AL,"36608",Mobile,"42.06","79.06","87.36","79.16","77.5819","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","81.72","81.0268","2 out of 10","0 out of 9","2 out of 10","33.89","65.77","81.00","70.57","67.7377","2 out of 10","0 out of 9","2 out of 10","6.53","51.87","63.32","51.15","53.6876","2 out of 10","2 out of 9","2 out of 10","33.19","63.83","74.75","66.28","65.2172","2 out of 10","0 out of 9","2 out of 10","30.60","65.61","79.58","68.69","68.2106","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","87.80","86.5796","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","74.69","72.6761","1 out of 10","0 out of 9","1 out of 10","11","19"
